Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
30-Oct-24,Wednesday,October,Q4,2024,EQ,2864,2997.15,2815.05,2848.6,2955,2969.3,2944.04,3743.9,2142,2884272,145520
29-Oct-24,Tuesday,October,Q4,2024,EQ,2803,2863.05,2732.85,2798.65,2842,2848.6,2808.68,3743.9,2142,1529844,100647
28-Oct-24,Monday,October,Q4,2024,EQ,2701.1,2822.4,2672.1,2693.45,2803,2798.65,2777.6,3743.9,2142,1385033,89897
25-Oct-24,Friday,October,Q4,2024,EQ,2845,2847,2654.7,2830.2,2691.5,2693.45,2716.52,3743.9,2142,1954174,125219
24-Oct-24,Thursday,October,Q4,2024,EQ,2841.05,2875.15,2807.9,2835.55,2828.15,2830.2,2837.19,3743.9,2142,942066,63401
23-Oct-24,Wednesday,October,Q4,2024,EQ,2840.85,2879,2820.1,2823.8,2829.9,2835.55,2850.63,3743.9,2142,1270530,74396
22-Oct-24,Tuesday,October,Q4,2024,EQ,2938,2955,2818,2937.65,2840.9,2823.8,2860.67,3743.9,2142,1209732,99927
21-Oct-24,Monday,October,Q4,2024,EQ,3005.15,3014.95,2916.95,3002,2932,2937.65,2949.2,3743.9,2142,1051690,69473
18-Oct-24,Friday,October,Q4,2024,EQ,2990,3031.7,2968.1,3013.75,2999.95,3002,3001.38,3743.9,2142,796339,47617
17-Oct-24,Thursday,October,Q4,2024,EQ,3089.95,3100,2993,3085.9,3005,3013.75,3032.31,3743.9,2142,2655289,68030
16-Oct-24,Wednesday,October,Q4,2024,EQ,3098,3115.4,3061,3104.7,3078,3085.9,3089.06,3743.9,2142,543476,44391
15-Oct-24,Tuesday,October,Q4,2024,EQ,3124,3128,3091.5,3101.1,3103.25,3104.7,3107.21,3743.9,2142,371613,35471
14-Oct-24,Monday,October,Q4,2024,EQ,3145,3150.1,3092.85,3137.2,3098.85,3101.1,3120.61,3743.9,2142,437728,34403
11-Oct-24,Friday,October,Q4,2024,EQ,3174.2,3190,3116,3174.2,3129.95,3137.2,3149.22,3743.9,2142,1035260,72560
10-Oct-24,Thursday,October,Q4,2024,EQ,3140,3211,3056.1,3153.75,3194.8,3174.2,3120.45,3743.9,2142,2905725,151256
09-Oct-24,Wednesday,October,Q4,2024,EQ,3175,3179.95,3134.4,3160.7,3152.4,3153.75,3155.44,3743.9,2142,897335,60904
08-Oct-24,Tuesday,October,Q4,2024,EQ,3018.5,3170,2994.85,3018,3166.95,3160.7,3110.96,3743.9,2142,1776511,98514
07-Oct-24,Monday,October,Q4,2024,EQ,3110.65,3128.5,2980.45,3110.65,3011,3018,3029.34,3743.9,2142,1743454,99490
04-Oct-24,Friday,October,Q4,2024,EQ,3119.9,3149.5,3070,3116,3110,3110.65,3110.13,3743.9,2142,987583,58703
03-Oct-24,Thursday,October,Q4,2024,EQ,3150,3196.35,3084.1,3186.1,3116.7,3116,3130.54,3743.9,2142,1309703,83884
01-Oct-24,Tuesday,October,Q4,2024,EQ,3136.3,3192,3107,3135.85,3183,3186.1,3156.94,3743.9,2142,1367116,66641
30-Sep-24,Monday,September,Q3,2024,EQ,3129,3209.9,3120.4,3130.3,3131,3135.85,3158.97,3743.9,2142,1607429,92240
27-Sep-24,Friday,September,Q3,2024,EQ,3122,3179,3116,3122.65,3137.65,3130.3,3134.82,3743.9,2142,2297441,83714
26-Sep-24,Thursday,September,Q3,2024,EQ,3085,3148,3085,3105.1,3115,3122.65,3117.31,3743.9,2142,1548019,83624
25-Sep-24,Wednesday,September,Q3,2024,EQ,3108,3123.9,3080.2,3093.9,3101.05,3105.1,3100.01,3743.9,2142,913008,57019
24-Sep-24,Tuesday,September,Q3,2024,EQ,3055,3101,3040.25,3043.95,3100.45,3093.9,3072.82,3743.9,2142,1021918,53383
23-Sep-24,Monday,September,Q3,2024,EQ,3020,3070,3015.25,3008.5,3035,3043.95,3046.7,3743.9,2142,897314,66944
20-Sep-24,Friday,September,Q3,2024,EQ,2948.15,3025,2942.05,2943.15,3005.8,3008.5,3000.83,3743.9,2142,1787210,76536
19-Sep-24,Thursday,September,Q3,2024,EQ,2975.05,2975.25,2890.35,2956.3,2941,2943.15,2930.13,3743.9,2142,1655401,79202
18-Sep-24,Wednesday,September,Q3,2024,EQ,2976,2984.75,2935,2975.2,2957,2956.3,2959.83,3743.9,2142,831891,37955
17-Sep-24,Tuesday,September,Q3,2024,EQ,2990.05,2995.9,2952.5,2984.9,2975,2975.2,2971.05,3743.9,2142,698700,44150
16-Sep-24,Monday,September,Q3,2024,EQ,2972,3026.4,2972,2968.35,2982,2984.9,3000.63,3743.9,2142,695162,44149
13-Sep-24,Friday,September,Q3,2024,EQ,2972,3001.95,2956.05,2991,2965.35,2968.35,2974.23,3743.9,2142,815948,46440
12-Sep-24,Thursday,September,Q3,2024,EQ,2950,3000,2917.15,2937.85,2980.9,2991,2962.52,3743.9,2142,1314173,89512
11-Sep-24,Wednesday,September,Q3,2024,EQ,2985,2992.95,2928,2986.4,2940,2937.85,2958.05,3743.9,2142,888628,54027
10-Sep-24,Tuesday,September,Q3,2024,EQ,2971.6,3007.4,2947.6,2964.15,2986,2986.4,2975.72,3743.9,2142,803782,55050
